CLEARING_TEXTO,FCS_ESTACION_RUTABUS,TISC_PERFIL,Count
04/03/2020,(05000) Portal Américas,(002) Adulto Mayor,3446
04/03/2020,(05000) Portal Américas,(005) Discapacidad,2294
04/03/2020,(05000) Portal Américas,(006) Apoyo Ciudadano,11193
04/03/2020,(05001) Patio Bonito,(002) Adulto Mayor,490
04/03/2020,(05001) Patio Bonito,(005) Discapacidad,307
04/03/2020,(05001) Patio Bonito,(006) Apoyo Ciudadano,1847
04/03/2020,(05002) Tintal,(002) Adulto Mayor,818
04/03/2020,(05002) Tintal,(005) Discapacidad,336
04/03/2020,(05002) Tintal,(006) Apoyo Ciudadano,1711
04/03/2020,(05005) Transversal 86,(002) Adulto Mayor,217
04/03/2020,(05005) Transversal 86,(005) Discapacidad,73
04/03/2020,(05005) Transversal 86,(006) Apoyo Ciudadano,213
04/03/2020,(05100) Banderas P. Central,(002) Adulto Mayor,3037
04/03/2020,(05100) Banderas P. Central,(005) Discapacidad,890
04/03/2020,(05100) Banderas P. Central,(006) Apoyo Ciudadano,2680
04/03/2020,(05101) Mandalay - Cr.73,(002) Adulto Mayor,218
04/03/2020,(05101) Mandalay - Cr.73,(005) Discapacidad,32
04/03/2020,(05101) Mandalay - Cr.73,(006) Apoyo Ciudadano,137
04/03/2020,(05102) Av. Américas - Av. Boyacá,(002) Adulto Mayor,385
04/03/2020,(05102) Av. Américas - Av. Boyacá,(005) Discapacidad,142
04/03/2020,(05102) Av. Américas - Av. Boyacá,(006) Apoyo Ciudadano,348
04/03/2020,(05103) Marsella,(002) Adulto Mayor,433
04/03/2020,(05103) Marsella,(005) Discapacidad,159
04/03/2020,(05103) Marsella,(006) Apoyo Ciudadano,449
04/03/2020,(05105) Pradera,(002) Adulto Mayor,698
04/03/2020,(05105) Pradera,(005) Discapacidad,345
04/03/2020,(05105) Pradera,(006) Apoyo Ciudadano,1199
04/03/2020,(05107) Américas - Cr.53,(002) Adulto Mayor,498
04/03/2020,(05107) Américas - Cr.53,(005) Discapacidad,166
04/03/2020,(05107) Américas - Cr.53,(006) Apoyo Ciudadano,856
04/03/2020,(06000) Portal Eldorado,(002) Adulto Mayor,2817
04/03/2020,(06000) Portal Eldorado,(005) Discapacidad,1187
04/03/2020,(06000) Portal Eldorado,(006) Apoyo Ciudadano,4896
04/03/2020,(06001) Modelia,(002) Adulto Mayor,343
04/03/2020,(06001) Modelia,(005) Discapacidad,84
04/03/2020,(06001) Modelia,(006) Apoyo Ciudadano,599
04/03/2020,(06002) Normandía,(002) Adulto Mayor,399
04/03/2020,(06002) Normandía,(005) Discapacidad,76
04/03/2020,(06002) Normandía,(006) Apoyo Ciudadano,388
04/03/2020,(06100) Av. Rojas,(002) Adulto Mayor,451
04/03/2020,(06100) Av. Rojas,(005) Discapacidad,110
04/03/2020,(06100) Av. Rojas,(006) Apoyo Ciudadano,519
04/03/2020,(06101) El Tiempo,(002) Adulto Mayor,597
04/03/2020,(06101) El Tiempo,(005) Discapacidad,211
04/03/2020,(06101) El Tiempo,(006) Apoyo Ciudadano,738
04/03/2020,(06102) Salitre El Greco,(002) Adulto Mayor,581
04/03/2020,(06102) Salitre El Greco,(005) Discapacidad,190
04/03/2020,(06102) Salitre El Greco,(006) Apoyo Ciudadano,603
04/03/2020,(06103) CAN,(002) Adulto Mayor,568
04/03/2020,(06103) CAN,(005) Discapacidad,135
04/03/2020,(06103) CAN,(006) Apoyo Ciudadano,669
04/03/2020,(06104) Gobernación,(002) Adulto Mayor,334
04/03/2020,(06104) Gobernación,(005) Discapacidad,89
04/03/2020,(06104) Gobernación,(006) Apoyo Ciudadano,398
04/03/2020,(06105) Quinta Paredes,(002) Adulto Mayor,178
04/03/2020,(06105) Quinta Paredes,(005) Discapacidad,38
04/03/2020,(06105) Quinta Paredes,(006) Apoyo Ciudadano,238
04/03/2020,(06106) Recinto Ferial,(002) Adulto Mayor,349
04/03/2020,(06106) Recinto Ferial,(005) Discapacidad,106
04/03/2020,(06106) Recinto Ferial,(006) Apoyo Ciudadano,507
04/03/2020,(06107) Ciudad Universitaria,(002) Adulto Mayor,400
04/03/2020,(06107) Ciudad Universitaria,(005) Discapacidad,158
04/03/2020,(06107) Ciudad Universitaria,(006) Apoyo Ciudadano,509
04/03/2020,(06108) Concejo de Bogotá,(002) Adulto Mayor,289
04/03/2020,(06108) Concejo de Bogotá,(005) Discapacidad,90
04/03/2020,(06108) Concejo de Bogotá,(006) Apoyo Ciudadano,381
04/03/2020,(06109) Centro Memoria,(002) Adulto Mayor,308
04/03/2020,(06109) Centro Memoria,(005) Discapacidad,150
04/03/2020,(06109) Centro Memoria,(006) Apoyo Ciudadano,583
04/03/2020,(06111) Universidades,(002) Adulto Mayor,708
04/03/2020,(06111) Universidades,(005) Discapacidad,186
04/03/2020,(06111) Universidades,(006) Apoyo Ciudadano,983
04/03/2020,(07000) Portal Sur,(002) Adulto Mayor,3304
04/03/2020,(07000) Portal Sur,(005) Discapacidad,1393
04/03/2020,(07000) Portal Sur,(006) Apoyo Ciudadano,8499
04/03/2020,(07001) PERDOMO,(002) Adulto Mayor,406
04/03/2020,(07001) PERDOMO,(005) Discapacidad,132
04/03/2020,(07001) PERDOMO,(006) Apoyo Ciudadano,588
04/03/2020,(07002) MADELENA,(002) Adulto Mayor,441
04/03/2020,(07002) MADELENA,(005) Discapacidad,106
04/03/2020,(07002) MADELENA,(006) Apoyo Ciudadano,516
04/03/2020,(07003) SEVILLANA,(002) Adulto Mayor,206
04/03/2020,(07003) SEVILLANA,(005) Discapacidad,78
04/03/2020,(07003) SEVILLANA,(006) Apoyo Ciudadano,405
04/03/2020,(07004) VENECIA,(002) Adulto Mayor,550
04/03/2020,(07004) VENECIA,(005) Discapacidad,206
04/03/2020,(07004) VENECIA,(006) Apoyo Ciudadano,1139
04/03/2020,(07005) ALQUERIA,(002) Adulto Mayor,492
04/03/2020,(07005) ALQUERIA,(005) Discapacidad,130
04/03/2020,(07005) ALQUERIA,(006) Apoyo Ciudadano,673
04/03/2020,(07006) General Santander,(002) Adulto Mayor,490
04/03/2020,(07006) General Santander,(005) Discapacidad,188
04/03/2020,(07006) General Santander,(006) Apoyo Ciudadano,1068
04/03/2020,(07007) NQS - Calle 38A Sur,(002) Adulto Mayor,430
04/03/2020,(07007) NQS - Calle 38A Sur,(005) Discapacidad,118
04/03/2020,(07007) NQS - Calle 38A Sur,(006) Apoyo Ciudadano,559
04/03/2020,(07008) NQS - Calle 30 Sur,(002) Adulto Mayor,245
04/03/2020,(07008) NQS - Calle 30 Sur,(005) Discapacidad,71
04/03/2020,(07008) NQS - Calle 30 Sur,(006) Apoyo Ciudadano,214
04/03/2020,(07009) SENA,(002) Adulto Mayor,571
04/03/2020,(07009) SENA,(005) Discapacidad,200
04/03/2020,(07009) SENA,(006) Apoyo Ciudadano,777
04/03/2020,(07010) Bosa,(002) Adulto Mayor,196
04/03/2020,(07010) Bosa,(005) Discapacidad,110
04/03/2020,(07010) Bosa,(006) Apoyo Ciudadano,726
04/03/2020,(07101) CASTELLANA,(002) Adulto Mayor,229
04/03/2020,(07101) CASTELLANA,(005) Discapacidad,76
04/03/2020,(07101) CASTELLANA,(006) Apoyo Ciudadano,517
04/03/2020,(07102) NQS - CALLE 75,(002) Adulto Mayor,359
04/03/2020,(07102) NQS - CALLE 75,(005) Discapacidad,120
04/03/2020,(07102) NQS - CALLE 75,(006) Apoyo Ciudadano,672
04/03/2020,(07103) AV. CHILE,(002) Adulto Mayor,772
04/03/2020,(07103) AV. CHILE,(005) Discapacidad,275
04/03/2020,(07103) AV. CHILE,(006) Apoyo Ciudadano,1329
04/03/2020,(07104) Simon Bolivar,(002) Adulto Mayor,655
04/03/2020,(07104) Simon Bolivar,(005) Discapacidad,175
04/03/2020,(07104) Simon Bolivar,(006) Apoyo Ciudadano,677
04/03/2020,(07105) MOVISTAR ARENA,(002) Adulto Mayor,478
04/03/2020,(07105) MOVISTAR ARENA,(005) Discapacidad,129
04/03/2020,(07105) MOVISTAR ARENA,(006) Apoyo Ciudadano,512
04/03/2020,(07106) EL CAMPIN,(002) Adulto Mayor,757
04/03/2020,(07106) EL CAMPIN,(005) Discapacidad,155
04/03/2020,(07106) EL CAMPIN,(006) Apoyo Ciudadano,803
04/03/2020,(07107) U. NACIONAL,(002) Adulto Mayor,809
04/03/2020,(07107) U. NACIONAL,(005) Discapacidad,201
04/03/2020,(07107) U. NACIONAL,(006) Apoyo Ciudadano,850
04/03/2020,(07108) Av. El Dorado,(002) Adulto Mayor,335
04/03/2020,(07108) Av. El Dorado,(005) Discapacidad,59
04/03/2020,(07108) Av. El Dorado,(006) Apoyo Ciudadano,280
04/03/2020,(07109) CAD,(002) Adulto Mayor,900
04/03/2020,(07109) CAD,(005) Discapacidad,199
04/03/2020,(07109) CAD,(006) Apoyo Ciudadano,947
04/03/2020,(07110) PALOQUEMAO,(002) Adulto Mayor,561
04/03/2020,(07110) PALOQUEMAO,(005) Discapacidad,198
04/03/2020,(07110) PALOQUEMAO,(006) Apoyo Ciudadano,1164
04/03/2020,(07111) NQS - RICAURTE,(002) Adulto Mayor,788
04/03/2020,(07111) NQS - RICAURTE,(005) Discapacidad,206
04/03/2020,(07111) NQS - RICAURTE,(006) Apoyo Ciudadano,1152
04/03/2020,(07112) COMUNEROS,(002) Adulto Mayor,660
04/03/2020,(07112) COMUNEROS,(005) Discapacidad,168
04/03/2020,(07112) COMUNEROS,(006) Apoyo Ciudadano,768
04/03/2020,(07113) SANTA ISABEL,(002) Adulto Mayor,421
04/03/2020,(07113) SANTA ISABEL,(005) Discapacidad,119
04/03/2020,(07113) SANTA ISABEL,(006) Apoyo Ciudadano,406
04/03/2020,(07200) Tygua-San José,(002) Adulto Mayor,197
04/03/2020,(07200) Tygua-San José,(005) Discapacidad,83
04/03/2020,(07200) Tygua-San José,(006) Apoyo Ciudadano,288
04/03/2020,(07201) Guatoque -Veraguas,(002) Adulto Mayor,208
04/03/2020,(07201) Guatoque -Veraguas,(005) Discapacidad,73
04/03/2020,(07201) Guatoque -Veraguas,(006) Apoyo Ciudadano,351
04/03/2020,(07503) SAN MATEO,(002) Adulto Mayor,2161
04/03/2020,(07503) SAN MATEO,(005) Discapacidad,520
04/03/2020,(07503) SAN MATEO,(006) Apoyo Ciudadano,2984
04/03/2020,(07504) TERREROS,(002) Adulto Mayor,944
04/03/2020,(07504) TERREROS,(005) Discapacidad,296
04/03/2020,(07504) TERREROS,(006) Apoyo Ciudadano,2198
04/03/2020,(07505) LEON XIII,(002) Adulto Mayor,477
04/03/2020,(07505) LEON XIII,(005) Discapacidad,147
04/03/2020,(07505) LEON XIII,(006) Apoyo Ciudadano,864
04/03/2020,(07506) DESPENSA,(002) Adulto Mayor,129
04/03/2020,(07506) DESPENSA,(005) Discapacidad,46
04/03/2020,(07506) DESPENSA,(006) Apoyo Ciudadano,361
04/03/2020,(08000) Portal Tunal,(002) Adulto Mayor,2078
04/03/2020,(08000) Portal Tunal,(005) Discapacidad,1643
04/03/2020,(08000) Portal Tunal,(006) Apoyo Ciudadano,8984
04/03/2020,(08001) Parque el Tunal,(002) Adulto Mayor,144
04/03/2020,(08001) Parque el Tunal,(005) Discapacidad,130
04/03/2020,(08001) Parque el Tunal,(006) Apoyo Ciudadano,639
04/03/2020,(08002) Biblioteca,(002) Adulto Mayor,165
04/03/2020,(08002) Biblioteca,(005) Discapacidad,182
04/03/2020,(08002) Biblioteca,(006) Apoyo Ciudadano,479
04/03/2020,(08100) Portal Tunal Cable,(006) Apoyo Ciudadano,4
04/03/2020,(09000) Cabecera Usme,(002) Adulto Mayor,2427
04/03/2020,(09000) Cabecera Usme,(005) Discapacidad,1942
04/03/2020,(09000) Cabecera Usme,(006) Apoyo Ciudadano,8887
04/03/2020,(09001) Molinos,(002) Adulto Mayor,1150
04/03/2020,(09001) Molinos,(005) Discapacidad,868
04/03/2020,(09001) Molinos,(006) Apoyo Ciudadano,3537
04/03/2020,(09002) Consuelo,(002) Adulto Mayor,127
04/03/2020,(09002) Consuelo,(005) Discapacidad,121
04/03/2020,(09002) Consuelo,(006) Apoyo Ciudadano,473
04/03/2020,(09003) Socorro,(002) Adulto Mayor,137
04/03/2020,(09003) Socorro,(005) Discapacidad,159
04/03/2020,(09003) Socorro,(006) Apoyo Ciudadano,525
04/03/2020,(09004) Santa Lucía,(002) Adulto Mayor,551
04/03/2020,(09004) Santa Lucía,(005) Discapacidad,402
04/03/2020,(09004) Santa Lucía,(006) Apoyo Ciudadano,2257
04/03/2020,(09100) Calle 40 Sur,(002) Adulto Mayor,918
04/03/2020,(09100) Calle 40 Sur,(005) Discapacidad,582
04/03/2020,(09100) Calle 40 Sur,(006) Apoyo Ciudadano,2523
04/03/2020,(09101) Quiroga,(002) Adulto Mayor,258
04/03/2020,(09101) Quiroga,(005) Discapacidad,178
04/03/2020,(09101) Quiroga,(006) Apoyo Ciudadano,560
04/03/2020,(09103) Olaya,(002) Adulto Mayor,666
04/03/2020,(09103) Olaya,(005) Discapacidad,413
04/03/2020,(09103) Olaya,(006) Apoyo Ciudadano,1239
04/03/2020,(09104) Restrepo,(002) Adulto Mayor,1328
04/03/2020,(09104) Restrepo,(005) Discapacidad,706
04/03/2020,(09104) Restrepo,(006) Apoyo Ciudadano,2983
04/03/2020,(09105) Río Fucha,(002) Adulto Mayor,374
04/03/2020,(09105) Río Fucha,(005) Discapacidad,212
04/03/2020,(09105) Río Fucha,(006) Apoyo Ciudadano,576
04/03/2020,(09106) Nariño,(002) Adulto Mayor,357
04/03/2020,(09106) Nariño,(005) Discapacidad,133
04/03/2020,(09106) Nariño,(006) Apoyo Ciudadano,561
04/03/2020,(09107) Hortúa,(002) Adulto Mayor,584
04/03/2020,(09107) Hortúa,(005) Discapacidad,357
04/03/2020,(09107) Hortúa,(006) Apoyo Ciudadano,909
04/03/2020,(09108) Hospital,(002) Adulto Mayor,99
04/03/2020,(09108) Hospital,(005) Discapacidad,120
04/03/2020,(09108) Hospital,(006) Apoyo Ciudadano,200
04/03/2020,(09109) Tercer Milenio,(002) Adulto Mayor,292
04/03/2020,(09109) Tercer Milenio,(005) Discapacidad,123
04/03/2020,(09109) Tercer Milenio,(006) Apoyo Ciudadano,484
04/03/2020,(09110) Avenida Jimenez,(002) Adulto Mayor,2351
04/03/2020,(09110) Avenida Jimenez,(005) Discapacidad,947
04/03/2020,(09110) Avenida Jimenez,(006) Apoyo Ciudadano,3534
04/03/2020,(09111) Calle 19,(002) Adulto Mayor,1051
04/03/2020,(09111) Calle 19,(005) Discapacidad,299
04/03/2020,(09111) Calle 19,(006) Apoyo Ciudadano,1182
04/03/2020,(09113) Calle 22,(002) Adulto Mayor,339
04/03/2020,(09113) Calle 22,(005) Discapacidad,212
04/03/2020,(09113) Calle 22,(006) Apoyo Ciudadano,659
04/03/2020,(09114) Calle 26,(002) Adulto Mayor,770
04/03/2020,(09114) Calle 26,(005) Discapacidad,207
04/03/2020,(09114) Calle 26,(006) Apoyo Ciudadano,1058
04/03/2020,(09115) Calle 34,(002) Adulto Mayor,1192
04/03/2020,(09115) Calle 34,(005) Discapacidad,399
04/03/2020,(09115) Calle 34,(006) Apoyo Ciudadano,1795
04/03/2020,(09116) Avenida 39,(002) Adulto Mayor,974
04/03/2020,(09116) Avenida 39,(005) Discapacidad,281
04/03/2020,(09116) Avenida 39,(006) Apoyo Ciudadano,1262
04/03/2020,(09117) Calle 45,(002) Adulto Mayor,1680
04/03/2020,(09117) Calle 45,(005) Discapacidad,451
04/03/2020,(09117) Calle 45,(006) Apoyo Ciudadano,1869
04/03/2020,(09118) Marly,(002) Adulto Mayor,2963
04/03/2020,(09118) Marly,(005) Discapacidad,949
04/03/2020,(09118) Marly,(006) Apoyo Ciudadano,3101
04/03/2020,(09119) Calle 57,(002) Adulto Mayor,1183
04/03/2020,(09119) Calle 57,(005) Discapacidad,383
04/03/2020,(09119) Calle 57,(006) Apoyo Ciudadano,1369
04/03/2020,(09120) Calle 63,(002) Adulto Mayor,2014
04/03/2020,(09120) Calle 63,(005) Discapacidad,685
04/03/2020,(09120) Calle 63,(006) Apoyo Ciudadano,3307
04/03/2020,(09121) Las Flores,(002) Adulto Mayor,1426
04/03/2020,(09121) Las Flores,(005) Discapacidad,452
04/03/2020,(09121) Las Flores,(006) Apoyo Ciudadano,2044
04/03/2020,(09122) Calle 72,(002) Adulto Mayor,1630
04/03/2020,(09122) Calle 72,(005) Discapacidad,465
04/03/2020,(09122) Calle 72,(006) Apoyo Ciudadano,3101
04/03/2020,(09123) Calle 76,(002) Adulto Mayor,1793
04/03/2020,(09123) Calle 76,(005) Discapacidad,538
04/03/2020,(09123) Calle 76,(006) Apoyo Ciudadano,2424
04/03/2020,(10000) Portal 20 de Julio,(002) Adulto Mayor,1852
04/03/2020,(10000) Portal 20 de Julio,(005) Discapacidad,1150
04/03/2020,(10000) Portal 20 de Julio,(006) Apoyo Ciudadano,5820
04/03/2020,(10001) Country Sur,(002) Adulto Mayor,542
04/03/2020,(10001) Country Sur,(005) Discapacidad,258
04/03/2020,(10001) Country Sur,(006) Apoyo Ciudadano,1198
04/03/2020,(10002) Av. Primero de Mayo,(002) Adulto Mayor,1162
04/03/2020,(10002) Av. Primero de Mayo,(005) Discapacidad,651
04/03/2020,(10002) Av. Primero de Mayo,(006) Apoyo Ciudadano,3221
04/03/2020,(10003) Ciudad Jardín,(002) Adulto Mayor,195
04/03/2020,(10003) Ciudad Jardín,(005) Discapacidad,74
04/03/2020,(10003) Ciudad Jardín,(006) Apoyo Ciudadano,226
04/03/2020,(10004) Policarpa,(002) Adulto Mayor,169
04/03/2020,(10004) Policarpa,(005) Discapacidad,93
04/03/2020,(10004) Policarpa,(006) Apoyo Ciudadano,271
04/03/2020,(10005) Bicentenario,(002) Adulto Mayor,248
04/03/2020,(10005) Bicentenario,(005) Discapacidad,137
04/03/2020,(10005) Bicentenario,(006) Apoyo Ciudadano,583
04/03/2020,(10006) San Victorino,(002) Adulto Mayor,892
04/03/2020,(10006) San Victorino,(005) Discapacidad,308
04/03/2020,(10006) San Victorino,(006) Apoyo Ciudadano,1374
04/03/2020,(10007) Las Nieves,(002) Adulto Mayor,838
04/03/2020,(10007) Las Nieves,(005) Discapacidad,302
04/03/2020,(10007) Las Nieves,(006) Apoyo Ciudadano,1172
04/03/2020,(10008) San Diego,(002) Adulto Mayor,391
04/03/2020,(10008) San Diego,(005) Discapacidad,146
04/03/2020,(10008) San Diego,(006) Apoyo Ciudadano,733
04/03/2020,(10009) Museo Nacional,(002) Adulto Mayor,776
04/03/2020,(10009) Museo Nacional,(005) Discapacidad,322
04/03/2020,(10009) Museo Nacional,(006) Apoyo Ciudadano,1563
04/03/2020,(10010) San Bernardo,(002) Adulto Mayor,343
04/03/2020,(10010) San Bernardo,(005) Discapacidad,252
04/03/2020,(10010) San Bernardo,(006) Apoyo Ciudadano,637
04/03/2020,(12000) Puente Aranda,(002) Adulto Mayor,71
04/03/2020,(12000) Puente Aranda,(005) Discapacidad,36
04/03/2020,(12000) Puente Aranda,(006) Apoyo Ciudadano,144
04/03/2020,(12001) Carrera 43,(002) Adulto Mayor,284
04/03/2020,(12001) Carrera 43,(005) Discapacidad,106
04/03/2020,(12001) Carrera 43,(006) Apoyo Ciudadano,475
04/03/2020,(12002) CDS - Carrera 32,(002) Adulto Mayor,155
04/03/2020,(12002) CDS - Carrera 32,(005) Discapacidad,79
04/03/2020,(12002) CDS - Carrera 32,(006) Apoyo Ciudadano,399
04/03/2020,(12003) Ricaurte,(002) Adulto Mayor,353
04/03/2020,(12003) Ricaurte,(005) Discapacidad,100
04/03/2020,(12003) Ricaurte,(006) Apoyo Ciudadano,565
04/03/2020,(12004) Carrera 22,(002) Adulto Mayor,350
04/03/2020,(12004) Carrera 22,(005) Discapacidad,123
04/03/2020,(12004) Carrera 22,(006) Apoyo Ciudadano,386
04/03/2020,(12007) Zona Industrial,(002) Adulto Mayor,287
04/03/2020,(12007) Zona Industrial,(005) Discapacidad,98
04/03/2020,(12007) Zona Industrial,(006) Apoyo Ciudadano,574
04/03/2020,(14001) La Sabana,(002) Adulto Mayor,323
04/03/2020,(14001) La Sabana,(005) Discapacidad,117
04/03/2020,(14001) La Sabana,(006) Apoyo Ciudadano,371
04/03/2020,(14004) Museo del Oro,(002) Adulto Mayor,1496
04/03/2020,(14004) Museo del Oro,(005) Discapacidad,325
04/03/2020,(14004) Museo del Oro,(006) Apoyo Ciudadano,1264
04/03/2020,(14005) Las Aguas,(002) Adulto Mayor,931
04/03/2020,(14005) Las Aguas,(005) Discapacidad,244
04/03/2020,(14005) Las Aguas,(006) Apoyo Ciudadano,1062
04/03/2020,(40000) Cable Portal Tunal,(002) Adulto Mayor,500
04/03/2020,(40000) Cable Portal Tunal,(005) Discapacidad,354
04/03/2020,(40000) Cable Portal Tunal,(006) Apoyo Ciudadano,3045
04/03/2020,(40001) Juan Pablo II,(002) Adulto Mayor,124
04/03/2020,(40001) Juan Pablo II,(005) Discapacidad,121
04/03/2020,(40001) Juan Pablo II,(006) Apoyo Ciudadano,709
04/03/2020,(40002) Manitas,(002) Adulto Mayor,109
04/03/2020,(40002) Manitas,(005) Discapacidad,48
04/03/2020,(40002) Manitas,(006) Apoyo Ciudadano,621
04/03/2020,(40003) Mirador del Paraiso,(002) Adulto Mayor,248
04/03/2020,(40003) Mirador del Paraiso,(005) Discapacidad,214
04/03/2020,(40003) Mirador del Paraiso,(006) Apoyo Ciudadano,1579
04/03/2020,(57503) Ampliacion San Mateo,(002) Adulto Mayor,622
04/03/2020,(57503) Ampliacion San Mateo,(005) Discapacidad,159
04/03/2020,(57503) Ampliacion San Mateo,(006) Apoyo Ciudadano,1237
05/03/2020,(02000) Cabecera Autopista Norte,(002) Adulto Mayor,5067
05/03/2020,(02000) Cabecera Autopista Norte,(005) Discapacidad,1075
05/03/2020,(02000) Cabecera Autopista Norte,(006) Apoyo Ciudadano,5332
05/03/2020,(02001) Centro Comercial Santa Fe,(002) Adulto Mayor,734
05/03/2020,(02001) Centro Comercial Santa Fe,(005) Discapacidad,87
05/03/2020,(02001) Centro Comercial Santa Fe,(006) Apoyo Ciudadano,482
05/03/2020,(02101) Toberín,(002) Adulto Mayor,1829
05/03/2020,(02101) Toberín,(005) Discapacidad,244
05/03/2020,(02101) Toberín,(006) Apoyo Ciudadano,1252
05/03/2020,(02102) Calle 161,(002) Adulto Mayor,463
05/03/2020,(02102) Calle 161,(005) Discapacidad,83
05/03/2020,(02102) Calle 161,(006) Apoyo Ciudadano,299
05/03/2020,(02103) Mazurén,(002) Adulto Mayor,626
05/03/2020,(02103) Mazurén,(005) Discapacidad,54
05/03/2020,(02103) Mazurén,(006) Apoyo Ciudadano,312
05/03/2020,(02104) Calle 146,(002) Adulto Mayor,1421
05/03/2020,(02104) Calle 146,(005) Discapacidad,153
05/03/2020,(02104) Calle 146,(006) Apoyo Ciudadano,701
05/03/2020,(02105) Calle 142,(002) Adulto Mayor,1313
05/03/2020,(02105) Calle 142,(005) Discapacidad,139
05/03/2020,(02105) Calle 142,(006) Apoyo Ciudadano,920
05/03/2020,(02200) Alcalá,(002) Adulto Mayor,2289
05/03/2020,(02200) Alcalá,(005) Discapacidad,302
05/03/2020,(02200) Alcalá,(006) Apoyo Ciudadano,1996
05/03/2020,(02201) Prado,(002) Adulto Mayor,985
05/03/2020,(02201) Prado,(005) Discapacidad,154
05/03/2020,(02201) Prado,(006) Apoyo Ciudadano,958
05/03/2020,(02202) Calle 127,(002) Adulto Mayor,1562
05/03/2020,(02202) Calle 127,(005) Discapacidad,294
05/03/2020,(02202) Calle 127,(006) Apoyo Ciudadano,1737
05/03/2020,(02204) Pepe Sierra,(002) Adulto Mayor,1253
05/03/2020,(02204) Pepe Sierra,(005) Discapacidad,242
05/03/2020,(02204) Pepe Sierra,(006) Apoyo Ciudadano,1567
05/03/2020,(02205) Calle 106,(002) Adulto Mayor,1040
05/03/2020,(02205) Calle 106,(005) Discapacidad,230
05/03/2020,(02205) Calle 106,(006) Apoyo Ciudadano,1078
05/03/2020,(02300) Calle 100,(002) Adulto Mayor,2737
05/03/2020,(02300) Calle 100,(005) Discapacidad,634
05/03/2020,(02300) Calle 100,(006) Apoyo Ciudadano,2794
05/03/2020,(02302) Virrey,(002) Adulto Mayor,910
05/03/2020,(02302) Virrey,(005) Discapacidad,220
05/03/2020,(02302) Virrey,(006) Apoyo Ciudadano,1299
05/03/2020,(02303) Calle 85,(002) Adulto Mayor,1296
05/03/2020,(02303) Calle 85,(005) Discapacidad,287
05/03/2020,(02303) Calle 85,(006) Apoyo Ciudadano,1458
05/03/2020,(02304) Heroes,(002) Adulto Mayor,1228
05/03/2020,(02304) Heroes,(005) Discapacidad,338
05/03/2020,(02304) Heroes,(006) Apoyo Ciudadano,1625
05/03/2020,(02502) Terminal,(002) Adulto Mayor,739
05/03/2020,(02502) Terminal,(005) Discapacidad,92
05/03/2020,(02502) Terminal,(006) Apoyo Ciudadano,547
05/03/2020,(03000) Portal Suba,(002) Adulto Mayor,4015
05/03/2020,(03000) Portal Suba,(005) Discapacidad,1227
05/03/2020,(03000) Portal Suba,(006) Apoyo Ciudadano,5239
05/03/2020,(03001) LA CAMPIÑA,(002) Adulto Mayor,684
05/03/2020,(03001) LA CAMPIÑA,(005) Discapacidad,157
05/03/2020,(03001) LA CAMPIÑA,(006) Apoyo Ciudadano,511
05/03/2020,(03002) SUBA - TV- 91,(002) Adulto Mayor,602
05/03/2020,(03002) SUBA - TV- 91,(005) Discapacidad,189
05/03/2020,(03002) SUBA - TV- 91,(006) Apoyo Ciudadano,589
05/03/2020,(03003) 21 ANGELES,(002) Adulto Mayor,180
05/03/2020,(03003) 21 ANGELES,(005) Discapacidad,34
05/03/2020,(03003) 21 ANGELES,(006) Apoyo Ciudadano,155
05/03/2020,(03004) GRATAMIRA,(002) Adulto Mayor,78
05/03/2020,(03004) GRATAMIRA,(005) Discapacidad,24
05/03/2020,(03004) GRATAMIRA,(006) Apoyo Ciudadano,105
05/03/2020,(03005) SUBA - AV. BOYACA,(002) Adulto Mayor,417
05/03/2020,(03005) SUBA - AV. BOYACA,(005) Discapacidad,81
05/03/2020,(03005) SUBA - AV. BOYACA,(006) Apoyo Ciudadano,693
05/03/2020,(03006) NIZA - CALLE 127,(002) Adulto Mayor,738
05/03/2020,(03006) NIZA - CALLE 127,(005) Discapacidad,146
05/03/2020,(03006) NIZA - CALLE 127,(006) Apoyo Ciudadano,653
05/03/2020,(03007) HUMEDAL CORDOBA,(002) Adulto Mayor,206
05/03/2020,(03007) HUMEDAL CORDOBA,(005) Discapacidad,29
05/03/2020,(03007) HUMEDAL CORDOBA,(006) Apoyo Ciudadano,208
05/03/2020,(03009) Av. Suba- Calle 116,(002) Adulto Mayor,719
05/03/2020,(03009) Av. Suba- Calle 116,(005) Discapacidad,169
05/03/2020,(03009) Av. Suba- Calle 116,(006) Apoyo Ciudadano,769
05/03/2020,(03010) PUENTE LARGO,(002) Adulto Mayor,466
05/03/2020,(03010) PUENTE LARGO,(005) Discapacidad,129
05/03/2020,(03010) PUENTE LARGO,(006) Apoyo Ciudadano,559
05/03/2020,(03011) SUBA - CALLE 100,(002) Adulto Mayor,683
05/03/2020,(03011) SUBA - CALLE 100,(005) Discapacidad,200
05/03/2020,(03011) SUBA - CALLE 100,(006) Apoyo Ciudadano,751
05/03/2020,(03012) SUBA - CALLE 95,(002) Adulto Mayor,486
05/03/2020,(03012) SUBA - CALLE 95,(005) Discapacidad,129
05/03/2020,(03012) SUBA - CALLE 95,(006) Apoyo Ciudadano,573
05/03/2020,(03013) RIO NEGRO,(002) Adulto Mayor,287
05/03/2020,(03013) RIO NEGRO,(005) Discapacidad,102
