Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Faroe Islands,FRO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.467299938,,,,,,,,,,,2.8,,,,,3.3,3.31,,,3.2,,,,,,,,,,
Gabon,GAB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.713991642,,,,,,,,,,9.910699844,,,,,,,,,,,,,,,1.552000046,,,,,3.193799973,,,,,,,,,,,,,,,,2,,1.3,,6.3,,,,,,,,,
United Kingdom,GBR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,10.69999981,,,,,,,,,,9.600000381,,,,,,,,,,8.100000381,,,,,7.400000095,,,,,5.900000095,5.599999905,5.400000095,5.099999905,4.800000191,4.800000191,4.599999905,4.599999905,4.400000095,4.199999809,4.1,4,4,4,3.9,3.7,3.6,3.4,3.4,3.3,3,2.9,2.8,2.8,,,,,,
Georgia,GEO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,10.17080021,,,,,9.973400116,10.01500034,10.10739994,9.993499756,9.995699883,9.797499657,9.798100472,10.00870037,9.39109993,9.675800324,7.659999847,5.670000076,5.860000134,5.710000038,5.690000057,4.8,4.5,4.2,4.2,4.1,3.9,3.7,3.3,3.2,3.1,3,2.8,2.5,2.6,,,,,,
Ghana,GHA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.779893696,,,,,,,,,,1.32280004,,,,,1.250800014,,,,,,,,,,1.567000031,,,,,1.460000038,,,,,,,,,,,,,,,0.9,,,,0.9,,0.9,,,,,,,,
Gibraltar,GIB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.739158154,,,,,,,,,,1.75849998,,,,,,,,,,,,,,,,,,0.584100008,,0.550700009,,,,,,,,,,,,,,,0.3,,,,,,0.3,,,,,,,,
"Gambia, The",GMB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.181818128,,,,,,,,,,,,,,,,,,,,,,,,,1.657799959,,,,,0.610899985,,,,,,,,,,,,,,,0.8,,,,1.1,,1.1,,,,,,,,
Guinea-Bissau,GNB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.621184945,,,,,,,,,,1.574599981,,,,,,,,,,1.886000037,1.971699953,,,,,,,,,1.477900028,,,,,,,,,,,,,,,,,0.7,,1,,,,,,,,,,
Equatorial Guinea,GNQ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.996031761,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.802999973,,,,,,,,,,,,,1.1,,,,2.2,,,,1.9,2.1,,,,,,,,,
Greece,GRC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.800000191,,,,,,,,,,6.199999809,,,,,,,,,,6.199999809,,,,,5.5,5.300000191,5.199999809,5.199999809,5.099999905,5.099999905,5,5,5,4.900000095,4.900000095,4.900000095,4.900000095,4.800000191,4.699999809,4.7,4.8,4.7,4.7,4.7,4.7,4.8,4.8,4.8,4.8,4.8,4.5,4.4,,,4.3,,,,
Grenada,GRD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.222222328,,,,,,,,,,7.25369978,,,,,,,,,,5.771399975,,,,,,,,,,8,,,8.177800179,,5.5,5.269999981,,,,6.2,,6.9,5.699999809,,4.1,,2.6,2.6,2.4,,3.5,3.5,3.7,3.7,,,,,
Greenland,GRL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,14.35340023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.631087542,,,,,,,,,,2.171099901,,,,,2.00270009,,,,,,,,,,,1.721199989,,,0.877799988,1.100000024,,,1.100000024,,,0.980000019,,,,,,0.5,,,0.7,,0.7,0.6,0.6,0.6,0.6,0.6,,0.6,,,,,
Guam,GUM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.574692249,,,,,,,,,,4.763000011,,,,,4.972799778,,,,,,,,,,3.492000103,,,,,,,,3.099999905,,3.1,3.869999886,,,,,2.9,,,,2.8,2.5,1.9,,2,,,,,1.6,,,,,
High income,HIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,8.939363633,,,,,,,,,,9.09696611,,,,,,,,,,8.398349189,,,,,8.173609163,,,,,6.284007222,6.472116527,6.159752277,7.20710388,7.256391959,7.070741167,6.839729887,6.709879353,6.675765028,6.544437643,6.307134071,6.081651016,6.062175551,6.094556311,,5.754581222,5.772152449,4.50971737,5.895549064,5.6505031,4.155933227,4.049928685,5.437387891,4.110599051,,,,,,
"Hong Kong SAR, China",HKG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.640339375,,,,,,,,,,4.178299904,,,,,5.04129982,,,,,4.020999908,4.109799862,,,,4.890900135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.646251321,,,,,,,,,,1.753100038,,,,,1.703699946,,,,,1.324100018,,,,,1.309499979,,,,,1.006700039,,,0.800000012,,,1.059999943,,,,,,1,,,,,,0.7,0.8,0.8,0.7,0.7,0.7,0.7,,,,,
Heavily indebted poor countries (HIPC),HPC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.516546058,,,,,,,,,,1.421509536,,,,,1.523001505,,,,,,,,,,,,,,,0.997742409,,,,,,,,,,,,,,,,0.743511694,,,,,,,,,,,,,
Croatia,HRV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,7.234799862,7.308100224,7.423500061,7.465199947,7.44659996,7.454299927,7.402599812,7.422500134,7.441699982,7.393000126,7.377799988,6.520100117,6.210100174,6.071199894,5.909500122,5.75,6.190000057,6.010000229,6.059999943,5.929999828,6.2,6,5.7,5.6,5.5,5.5,5.5,5.5,5.5,5.4,5.6,5.7,5.9,5.9,5.89,5.6,,,,
Haiti,HTI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.608832836,,,,,,,,,,0.784300029,,,,,0.776000023,,,,,0.740499973,,,,,0.723100007,,,,,0.755599976,,,0.799099982,,,0.709999979,,,,0.7,,,,,,,1.3,,,,,,0.7,,,,,,
Hungary,HUN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.300000191,8.800000191,8.800000191,8,8.100000382,8.100000382,8.2,7.9,7.9,7.9,7.9,7.9,8,7.2,7.1,7.1,7.2,7.2,7,7,,,,,,
IBRD only,IBD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,1.536804794,,,,,1.616417001,,,,,2.261013897,2.206614011,,,,2.855888893,,3.050246317,,,3.476432184,2.782365346,,,,,,,,,,,2.227385461,2.2972606,,2.432129991,,,,,3.200765515,2.602965999,,,,,,,,
IDA & IBRD total,IBT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,1.438331281,,,,,1.54563948,,,,,2.108186818,,,,,2.823421723,,,,,3.009095315,2.689139509,,,,,,,,,,,2.075366756,2.221125982,,2.210429913,,,,,,2.460925386,,,,,,,,
IDA total,IDA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.116397788,,,,,,,,,,1.006988708,,,,,,,,,,1.292904787,,,,,,,,,,1.449430076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.859273644,,,,,,,,,,1.015666814,,,,,0.893340699,,,,,1.946592633,,,,,,,,,,2.265917853,,,,,,,,,,1.364477761,,,,1.122685042,,,,,,,,,,,,,,,
Indonesia,IDN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.740457058,,,,,,,,,,0.654600024,,,,,0.818300009,,,,,,,,,,0.556800008,,,,0.702600002,0.665199995,0.668600023,0.665000022,0.657599986,0.660099983,,,,0.6,,,,0.6,,,,,,,,0.6,,0.9,,,1.2,,,,
IDA only,IDX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.258643128,,,,,,,,,,1.002929389,,,,,,,,,,,,,,,,,,,,0.974968637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.84498373,,,,,,,,,,1.913231332,,,,,,,,,,1.756156595,1.754112095,,,,,,,,,1.752238331,,,,,,,,,,,,,,,1.769394617,1.584743259,,,1.584279384,,,,,,,,,,
India,IND,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.458986908,,,,,,,,,,0.604499996,,,,,0.588199973,,,,,0.769699991,0.769400001,,,,0.769200027,,0.718200028,,,,0.787000001,,,,,,,,,,,0.69,0.899999976,,0.9,,,,,,0.7,,,,,,,,
Not classified,INX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,9,9,8.800000191,8.600000381,8.399999619,8.199999809,7.900000095,7.199999809,6.400000095,6.199999809,6.099999905,6,5.699999809,5.5,5.300000191,5.199999809,5.099999905,4.900000095,4.800000191,4.699999809,6.2,5.9,5.8,5.7,5.7,5.5,5.3,5.2,4.9,3.2,3,2.9,2.8,2.8,,,,,,
"Iran, Islamic Rep.",IRN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.925675035,,,,,,,,,,1.379600048,,,,,,,,,,1.480599999,1.515599966,,,,,,1.510499954,1.483700037,,1.433099985,,,,,,1.600000024,,,,1.6,1.6,1.6,1.6,1.6,1.7,1.7,1.7,1.4,1.4,1.7,1.7,0.1,1.5,1.5,,,,,
Iraq,IRQ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.858039975,,,,,,,,,,1.950999975,,,,,,,,,,1.946400046,1.893100023,,,,,,,,1.71389997,1.65960002,,,,,,,,1.450000048,,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.4,,,,,
Iceland,ISL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,9.800000191,,,,,,,,,,12.89999962,,,,,,,,,,14.80000019,,,,,15.80000019,,,,,16.70000076,16.29999924,15.89999962,14.80000019,14.69999981,14.60000038,,,,,,,7.5,,,,5.3391,4.2,3.9,3.7,3.6,3.3,3.3,3.2,3.2,,,,,
Israel,ISR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.73793745,,,,,,,,,,,,,,,8.079299927,,,,,6.797399998,6.729400158,6.766600132,6.543499947,6.496600151,6.509500027,6.380199909,6.289899826,6.316899776,6.283699989,6.243199825,5.96999979,5.989500046,6.077899933,6.101200104,5.980000019,6.03000021,6.050000191,6.099999905,6.119999886,3.7,3.8,3.8,3.8,3.7,3.7,3.4,5.8,3.2,3.2,3.2,3.1,3.1,3.1,,,,,,
Italy,ITA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,8.899999619,9,9.199999809,9.300000191,9.5,9.600000381,9.699999809,9.899999619,10.10000038,10.30000019,10.60000038,10.60000038,10.60000038,10.5,10.60000038,10.60000038,10.39999962,10.30000019,10,9.800000191,9.600000381,9.399999619,9.100000381,8.899999619,8.5,8.300000191,8,7.800000191,7.5,7.099999905,7.199999809,6.800000191,6.900000095,6.699999809,6.599999905,6.300000191,6.5,5.900000095,5.5,4.900000095,4.7,4.6,4.4,4.2,4,4,3.9,3.8,3.7,3.6,3.6,3.5,3.4,,,,,,,
Jamaica,JAM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.145488262,,,,,,,,,,4.104899883,,,,,4.999499798,,,,,,,,,,3.333300114,,,,2.400099993,2.200000048,,,2.100300074,,2.1,2.119999886,,,,,1.5,1.5,1.399999976,1.8,1.7,2,1.7,,1.7,1.8,,1.7,1.7,,,,,,
Jordan,JOR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.605450153,,,,,,,,,,1.128000021,,,,,1.026000023,,,,,1.257699966,1.20630002,,,,1.205500007,,,,,1.797799945,,,,1.630200028,,,1.799999952,,,1.7,1.7,1.7,1.7,1.7,1.7,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.4,,,,
Japan,JPN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,9,,,,,,,,,,12.5,,,,,,,,,,13.69999981,,,,,14.69999981,,,,,,,,15.60000038,15.5,15.39999962,15.19999981,15.10000038,15,14.80000019,14.69999981,12.9,14.39999962,14.30000019,13.9,14.1,13.98,,13.8,13.7,,,13.4,,,,,,,
Kazakhstan,KAZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,13.0934,13.22910023,13.3114996,13.36940002,13.51239967,13.58570004,13.56070042,13.55609989,13.54419994,13.63000011,13.66609955,13.70899963,13.46189976,13.16650009,12.14470005,11.64999962,10.32999992,8.449999809,8.18999958,7.25,7.2,7,7,7.7,7.8,7.8,7.8,7.7,7.7,7.6,7.3,7.1,7,6.7,,,,,,
Kenya,KEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.250480056,,,,,,,,,,1.264299989,,,,,1.25,,,,,,,,,,1.707100034,,,,1.436200023,1.647199988,,,,,,,,,,,,1.9,,1.4,,1.4,,,,1.4,,,,,,,,,
Kyrgyz Republic,KGZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,12.01140022,12.11849976,12.10330009,11.9364996,11.97710037,12.03040028,12.0309,12.0642004,11.94740009,11.97200012,11.97729969,12.05799961,11.93200016,10.74559975,9.60529995,8.640000343,8.409999847,8.600000382,8.300000191,7.46999979,7,6.2,5.5,5.3,5.1,5.1,5.1,5.1,5,4.8,4.8,4.7,4.6,4.5,,,,,,
Cambodia,KHM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.746548891,,,,,,,,,,1.08099997,,,,,,,,,,,,,,,,,,2.098700047,,2.072099924,,,,,,,,,,,0.6,,,0.1,,,,,,0.84,0.7,,0.7,,0.8,,,,
Kiribati,KIR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.363636494,,,,,,,,,,12.33129978,,,,,,,,,,5.09469986,4.768300056,,,,,,,,,4.271800041,,,,,,,,1.799999952,,,,,,1.5,1.51,,,,1.5,1.4,1.3,,,,1.9,,,,
St. Kitts and Nevis,KNA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.862745047,,,,,,,,,,5.946499825,,,,,,,,,,8.536000252,,,,,,,,,,9.199999809,,,,,6.4,6.360000134,,,,,4.3,5.5,5.5,6,5.7,,,5.5,6,4.8,4.8,2.3,,,,,,,
"Korea, Rep.",KOR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,1.700000048,,,,,2.400000095,,,,3,3.099999905,3.299999952,3.5,3.700000048,4.099999905,4.400000095,4.599999905,4.800000191,5.099999905,5.599999905,6.099999905,6.099999905,6.6,7.099999905,8.6,,8.64,,12.3,10.3,,,10.3,,,11.5,,,,
Kuwait,KWT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.798561096,,,,,,,,,,4.834700108,,,,,,,,,,4.14470005,,,,,,,,,2.985399961,,,,,,,,2.759999991,,,2.4,2.3,2.2,2.2,2.1,1.9,1.9,1.9,1.8,2,2,1.9,2.2,2.2,2,,,,,
Latin America & Caribbean (excluding high income),LAC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.364398669,,,,,,,,,,3.402337626,,,,,,,,,,,,,,,,,,,,2.437853326,,,2.526836904,,,2.213766474,,,,,,,,,,,,,1.940519002,2.244413968,1.992271467,2.091272504,2.129309284,2.162905132,,,,,
Lao PDR,LAO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.472209454,,,,,,,,,,0.927399993,,,,,,,,,,,,,,,,,,,,2.5697999,,,,,,,,,,,,0.9,,,1.2,,,,,0.7,,1.5,,,,,,,
Lebanon,LBN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.581339359,,,,,,,,,,4.098700047,,,,,,,,,,,,,,,,,,,,1.650599957,,3.082700014,,,,,2.700000048,,,3.1,3,3,3,3,3.6,3.6,3.4,3.4,3.5,3.5,3.5,3.5,2.9,2.9,,,,,
Liberia,LBR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.322425365,,,,,,,,,,1.576900005,,,,,1.646999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.8,,,,,,,,,
Libya,LBY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.755374432,,,,,,,,,,3.813699961,,,,,,,,,,,4.825500011,,,,,,,,,4.172999859,,,,,,,4.300000191,,,4.1,3.9,3.9,3.9,3.9,3.4,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,,,,,
St. Lucia,LCA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.280425549,,,,,,,,,,5.049300194,,,,,,,,,,,,,,,,,,,,4,,,4.351799965,,3.3,3.380000114,,,,2.3,,3.200000048,2.9,,3,2.9,2.8,,1.5,,1.6,,1.3,,,,,,
Latin America & Caribbean,LCN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.431120647,,,,,,,,,,3.464802315,,,,,,,,,,,,,,,,,,,,2.485533738,,,2.561483228,,,2.265762271,,,,,,,,,,,,,1.955128801,2.23291497,2.003532122,2.102988933,2.139311631,2.173277259,,,,,
Least developed countries: UN classification,LDC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.273446211,,,,,,,,,,0.996655136,,,,,,,,,,,,,,,,,,,,0.731796546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.322424675,,,,,,,,,,1.186343718,,,,,,,,,,,,,,,,,,,,1.005706789,,,,,,,,,,,,,,,,1.150484058,,,,,,,,,,,,,
Liechtenstein,LIE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.138841152,,,,,,,,,,3.016900063,,,,,3.333300114,,,,,2.944000006,2.937599897,,,,,,,,2.403000116,2.743499994,,,,,,,,,2.200000048,2.9,3,3.1,,3.1,,,,,,3.5,,3.6,,,,,,,
Lower middle income,LMC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.710096585,,,,,,,,,,0.802079284,,,,,0.82883989,,,,,1.625129437,1.548314727,,,,1.521285416,,,,,,1.445630912,,,,,,,,,,,1.037127042,,,1.258619633,,,,,,0.986123631,,,,,,,,
Low & middle income,LMY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,1.380989127,,,,,1.538677905,,,,,2.047324964,,,,,2.774203314,,,,,2.976858454,2.647483533,,,,,,,,,,,2.098551811,2.176705967,,2.174518279,,,,,,2.432006105,,,,,,,,
Lesotho,LSO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.103720427,,,,,,,,,,1.744500041,,,,,1.628399968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,
Late-demographic dividend,LTE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,1.95640331,,,,,2.23614847,,,,,2.820245756,2.700684713,,,,4.033952263,4.077111297,4.063743359,4.178933314,4.014796233,3.887787134,4.050950929,3.974596208,3.931311052,3.916038426,3.831924428,3.672623584,3.600655719,3.69852771,3.561320634,3.497737943,3.40240328,3.363094442,3.180186239,3.689783738,3.170193408,3.073501482,,,4.310649891,3.851500089,3.937512878,4.219381966,,,,,,,
Lithuania,LTU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,12.06639957,,,,,12.77600002,12.76920033,12.80290031,12.80539989,12.63580036,12.48719978,12.46539974,12.04539967,11.91059971,11.28380013,11.09000015,10.88000011,10.18999958,10.02999973,9.850000382,8.8,8.3,8.1,7.9,7.6,7.3,7.1,7.2,6.8,6.8,7.2,7.4,7.4,7.3,,,,,,
Luxembourg,LUX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,8.100000381,8,7.900000095,7.800000191,7.599999905,7.5,7.300000191,7.400000095,7.199999809,7.099999905,7,6.900000095,6.800000191,6.300000191,6.199999809,6.099999905,6,6,6.4,5.8,5.7,5.7,5.6,5.6,5.4,5.3,5.2,5.1,4.9,4.8,,,,
Latvia,LVA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,13.89099979,,,,,14.30860043,14.1928997,14.23900032,14.09490013,14.02350044,14.07540035,13.6218996,12.9406004,12.23149967,12.05519962,11.18999958,10.43999958,9.800000191,9.409999847,9.029999733,8.8,8.3,7.9,8,7.9,7.9,7.8,7.8,7.8,6.7,5.7,5.9,5.9,5.8,,,,,,
"Macao SAR, China",MAC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,10.12138653,,,,,,,,,,5.295300007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.598400116,,,,,,,,,,1.47420001,,,,,1.428599954,,,,,,1.228199959,,,,1.266899943,,,,,1.289999962,,,,1.112300038,,,0.980000019,,,1.1,0.9,1.1,0.8,0.9,0.9,0.9,0.9,1.1,1.1,1.1,0.9,0.9,0.9,1.1,,,,,
Monaco,MCO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.10709953,,,21.67860031,,,19.56999969,,,,,,,,,,,,,,,,16.46,13.8,,,,,,,
Moldova,MDA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,12.05480003,12.08209991,12.05109978,12.07979965,12.14350033,12.22049999,12.43550014,12.66759968,12.76369953,12.72749996,13.14780045,13.11620045,12.79030037,12.48270035,12.2215004,12.21000004,12.13000011,11.61999989,11.22999954,8.18999958,6,5.9,5.8,6.7,6.4,6.4,6.3,6.1,6.1,6.2,6.2,6.2,6.2,5.8,,,,,,
Madagascar,MDG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.406185865,,,,,,,,,,2.790800095,,,,,2.431299925,,,,,,,,,,,,,,,0.93599999,,,,,,,,,,,,0.419999987,,,0.3,,,,,0.2,,,,,,,,,
Maldives,MDV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.762799978,,,,,,,,,,1.700000048,,2.26,2.3,,2.6,,,,4.3,,,,,,,,,,
Middle East & North Africa,MEA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.933100635,,,,,,,,,,1.898458945,,,,,,,,,,,1.870964744,,,,,,,,,1.891962027,,,,,,,,,,1.765916724,1.818294425,1.762653315,1.762715169,1.777282214,1.792322763,1.815793498,1.827770547,1.719860501,1.625013643,1.687644887,1.356693112,1.01936249,1.315632289,1.628485071,,,,,
Mexico,MEX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,0.699999988,,,,,,,,,,1,1.100000024,1.200000048,1.200000048,1.200000048,1.200000048,1.200000048,1.100000024,1.100000024,1.100000024,1.100000024,1.100000024,1.100000024,1,1,,1.6,1.7,1.6,1.6,1.7,1.5,1.5,1.6,,1.5,,,,
Marshall Islands,MHL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.272700071,,,,,,,,,2.1,,,,,,,,,,2.7,2.7,,,,,,,,,
Middle income,MIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,1.39542258,,,,,1.557106734,,,,,2.10090555,2.078469114,,,,2.786413219,,3.134127787,,,3.142655116,2.668820486,,,,,,,,,,,2.070712481,2.1986931,,2.250605347,,,,,,2.400673121,,,,,,,,
North Macedonia,MKD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,5.450300217,5.443399906,5.494299889,5.402800083,5.464399815,5.444399834,5.310900211,5.269800186,5.173799992,5.243700027,5.198500156,5.181600094,5.364600182,5.338300228,5.402900219,5.511899948,5.499499798,5.433599949,5.474299908,5.499000072,5.947700024,5.78730011,5.696400166,5.600599766,5.550000191,5.409999847,5.199999809,5.159999847,5.150000095,5.099999905,5.1,4.9,4.8,4.8,4.8,4.7,4.6,4.6,4.5,4.5,4.6,4.5,4.4,4.4,,,,,,
Mali,MLI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.668505728,,,,,,,,,,0.679099977,,,,,0.714299977,,,,,,,,,,,,,,,,,,,,,,,0.239999995,,,,,,,0.3,,,0.6,,0.1,,,,,,,,,
Malta,MLT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,9.258358955,,,,,,,,,,,,,,,,,,,,,,,,9.463899612,,,9.335300446,9.257300377,9.441100121,,,,5.843200207,5.621099949,5.429999828,5.78000021,5.639999867,5.610000134,5.570000172,5.5,7.6,7.5,7.4,7.5,7.4,7.6,7.8,7.4,4.9,4.5,4.4,4.7,4.8,4.7,,,,,
Myanmar,MMR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.663009286,,,,,,,,,,0.858099997,,,,,,,,,,0.85710001,0.857599974,,,,,,,,,0.635800004,,,,,,,,,,0.7,,0.63,,,,0.6,,,,,,0.9,,,,,,,
