,direccion,clase_de_prestador,nit_ips,codigo_de_habilitacion,id_ips,nombre_ips,longitud_ips,latitud_ips
583,CARRERA 50 N° 96 - 47,Instituciones - IPS,900033752,110011507013,1669,OFTALMOHELP APOYO DIAGNOSTICO OFTALMOLOGICO SEDE 2,-74.06160125013949,4.685726189784901
588,KR 49 # 95 - 34,Instituciones - IPS,900143900,110012228701,1679,INTERVENIR SALUD OCUPACIONAL S.A.S.,-74.06110168982345,4.684733540440072
598,KR 13 No. 27 - 00 Piso 4 Sur,Instituciones - IPS,860066942,110010733543,1707,CONSULTORIO EMPRESARIAL SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO,-74.07038536955137,4.615042609933236
599,avda el dorado No 113-90,Instituciones - IPS,900236791,110012247001,1708,aerosanidad sas,-74.14249353985291,4.699769230288294
622,Cra. 59 No. 26 21 CAN,Instituciones - IPS,830041314,110012311801,1791,HOSPITAL CENTRAL POLICIA NACIONAL,-74.09768798006766,4.647409079773638
623,CALLE 44 # 50-51 CAN,Instituciones - IPS,830041314,110012311802,1792,CONSULTA EXTERNA- HOSPITAL CENTRAL POLICIA NACIONAL,-74.0913354195685,4.6425282998596575
625,KR 19 A # 82 14,Instituciones - IPS,900267940,110012315901,1797,ILANS INSTITUTO LATINOAMERICANO DE NEUROLOGÍA Y SISTEMA NERVIOSO,-74.05892258984491,4.669085719703312
628,"Carrera 16 A No 82 . 47 Piso 1 Consultorio 2 y Piso 2 Consultorio 1, Consultorio 3 y Consultorio 5",Instituciones - IPS,830005028,110010959908,1818,CENTRO MATERNO FETAL Y NEONATAL CLINICA DEL COUNTRY,-74.05756311991811,4.6686070103176025
635,Av. Cra. 68 No. 90-88 Cafam Floresta Mundo Comercial Local 10-13,Instituciones - IPS,860013570,110010559725,1838,Óptica Cafam Floresta,-74.07599232027988,4.686080089876407
638,Calle 19 No 10 - 41,Instituciones - IPS,900407148,110012384503,1846,LAFAM OPTICAS,-74.07442504038346,4.607011109818033
639,Calle 19 No 8 - 69,Instituciones - IPS,900407148,110012384505,1848,LAFAM OPTICAS,-74.07301028993072,4.605955379642743
640,Ak 19 N° 100 - 52,Instituciones - IPS,900407148,110012384507,1850,LAFAM OPTICAS,-74.05158650975524,4.686875500227847
641,Calle 26 No 62 - 49 Bahia Lc 205,Instituciones - IPS,900407148,110012384514,1857,LAFAM OPTICAS,-74.10042883971249,4.6482154698898945
642,Cra 12 No 82 - 02 Lc 105,Instituciones - IPS,900407148,110012384515,1858,LAFAM OPTICAS,-74.05314989994648,4.666755639962702
643,Cra 71D N° 6 - 94 Sur Local 1915,Instituciones - IPS,900407148,110012384516,1859,LAFAM OPTICAS,-74.13528837035128,4.618916270168504
644,Ac 80 No 69 Q - 50 IN 1,Instituciones - IPS,900407148,110012384517,1860,LAFAM OPTICAS,-74.08279168034349,4.69055979017951
654,CARRERA 14 # 76-25 CONSULTORIO 602,Instituciones - IPS,800210375,110010784305,1895,PROCARDIO NOGAL,-74.05856576014942,4.6628784397532215
655,AK 45 # 103 13 PI 2-3-4-5-6,Instituciones - IPS,900363673,110012400402,1896,UPREC UNIDAD DE PREVENCION CLINICA BOGOTA,-74.0573257302228,4.689750969626782
657,Calle 82 No 18 - 27 y 31,Instituciones - IPS,900301238,110012034203,1905,Centro Especializado en el Cuidado de Heridas y Ostomias,-74.05822171976865,4.668435850039709
663,CRA 45 A No. 103B-16,Instituciones - IPS,900532504,110012436902,1933,DAVITA BOGOTA SANTA MARGARITA,-74.05737980970123,4.690991369961142
664,AK 45 No. 103 29/35,Instituciones - IPS,900532504,110012436904,1935,DAVITA BOGOTA AUTOPISTA NORTE,-74.05727861987435,4.690032409561216
666,KR 18 # 93 25 OFICINA 103 Y 307,Instituciones - IPS,900033752,110011507016,1942,OFTALMOHELP APOYO DIAGNOSTICO OFTALMOLOGICO SEDE 3,-74.05412884980714,4.678469580148615
676,CALLE 40 A No 13-09 Piso 22 y Piso 17 Oficina 1702,Instituciones - IPS,860015536,110010945608,1958,CONSULTORES EN PSICOLOGIA HUSI,-74.06703130013067,4.6284055499642776
679,CL 26 SUR # 93 D 12,Instituciones - IPS,860007336,110010817144,1966,CENTRO MEDICO COLSUBSIDIO IPANEMA,-74.1679836304002,4.648740529836146
680,AK 72 # 63 F 49,Instituciones - IPS,860007336,110010817145,1967,PUNTO DE ATENCION EN SALUD AV BOYACA,-74.10313087956067,4.676570480122453
686,CARR 99 No 16 J-02,Instituciones - IPS,900116722,110011709305,1986,MISIÓN SALUD INTERNACIONAL SAS - FONTIBÓN,-74.14036746023905,4.677177409676765
693,CR 89 A NO. 79 51 P 4,Instituciones - IPS,800251440,110012482601,2000,UNIDAD DE ATENCION PRIMARIA CALLE 80,-74.10315295026888,4.7047771400743805
694,CR 70 C NO. 115 A 15,Instituciones - IPS,800251440,110012482606,2003,UNIDAD DE ATENCION PRIMARIA MORATO,-74.07204376017717,4.698928079636221
701,CL 48 # 72 B 11/17,Instituciones - IPS,900589178,110012495801,2026,REMY IPS SAS,-74.11177233033577,4.668278280013403
720,AC 134 7B 83 LC 6,Instituciones - IPS,800149384,110010918647,2077,CLINISANITAS DIAGNOSTICO EL BOSQUE,-74.03207532995624,4.711859999597484
721,CR 21 NO. 166 34 P 2,Instituciones - IPS,800149384,110010918648,2078,LABORATORIO TOBERIN,-74.04415845026533,4.746944489873148
723,AK 45 N°103 59,Instituciones - IPS,900576488,110012522701,2083,CLINICA SANTA MARGARITA S.A.S.,-74.0571999400319,4.690500680237241
726,Calle 13 Sur N° 19 - 25,Instituciones - IPS,900259421,110012527501,2089,Emmanuel Instituto de Rehabilitacion y Habilitacion Infantil s.a.s,-74.09921333019989,4.588284909570571
727,CARRERA 18 # 84-06 PISO 7,Instituciones - IPS,830001007,110010403508,2090,CENTRO ODONTOLOGICO COLMEDICA CALLE 84,-74.05746651958403,4.669711070060597
729,"CALLE 45 F No. 16A-11 PISO 3, ALA OCCIDENTE, UNIDAD RENAL",Instituciones - IPS,805011262,110010683413,2105,RTS AGENCIA LA SOLEDAD,-74.07096126959856,4.634260959855697
733,Calle 119 No. 7-74 Segundo Piso Consultorio 5 y 6,Instituciones - IPS,860037950,110010561809,2127,Centro de Telesalud,-74.03300290965737,4.6964238696281315
735,CALLE 54 F SUR # 93 C 18 LC 203,Instituciones - IPS,860043998,110010735737,2134,OPTICENTRO INTERNACIONAL PORVENIR,-74.18861664968222,4.634831330031601
736,CALLE 82 No 19A-17 PISO 1,Instituciones - IPS,805002036,110012575401,2138,UNIDAD DE SALUD OCUPACIONAL NORTE,-74.05927360025397,4.668882779646944
740,AC 134 NO. 7 - 83 TO 3 P 5 CONJ 351,Instituciones - IPS,900126068,110011822102,2166,UNIDAD QUIRURGICA DEPIEL,-74.02988025972857,4.711481560440283
755,"Av. Carrera 68 No.31-41 sur. Consultorio No.6, Primer Piso.",Instituciones - IPS,860013874,110010825804,2204,SEDE ALQUERIA,-74.13063872008509,4.60687358960855
761,TV 74 F # 40 F 25 SUR,Instituciones - IPS,900033752,110011507018,2214,OPTICA UNIVER KENNEDY 2,-74.15470480034567,4.61702539956177
764,Calle 80 N° 80 A - 19,Instituciones - IPS,900219120,110011908605,2218,VIVA 1A IPS CALLE 80,-74.0971907796259,4.699493370180437
775,TV 44 No. 52 G 16 SUR,Instituciones - IPS,830128856,110011275149,2231,IPS LOS ÁNGELES,-74.14107152023287,4.58870095965178
777,AC 13 NO. 65 21 LC 29,Instituciones - IPS,800149384,110010918649,2237,ODONTOSANITAS ZONA INDUSTRIAL,-74.1160588501231,4.63426463986116
804,CR 15 NO. 91 - 50,Instituciones - IPS,900407148,110012384526,2336,Multiopticas,-74.05237032038335,4.675492330278387
805,AK 72 NO. 80 - 94 LC 1-059 CC TITAN PLAZA,Instituciones - IPS,900407148,110012384534,2344,LAFAM OPTICAS,-74.08626332037026,4.694822319891567
806,Av CL 80 NO. 100 - 52 LC N2 123 CC PORTAL DE LA 80,Instituciones - IPS,900407148,110012384535,2345,LAFAM OPTICAS,-74.11221639003858,4.710292720024435
807,AV 68 NO. 75A - 50 LC 163 CC METROPOLIS,Instituciones - IPS,900407148,110012384536,2346,LAFAM OPTICAS,-74.08289723957589,4.680557600002753
808,CL 47 B SUR NO. 24B-33 L 1108 CC CIUDAD TUNAL,Instituciones - IPS,900407148,110012384537,2347,LAFAM OPTICAS,-74.12973911032864,4.578796000010357
809,CL 26 NO. 62 47 CC GRAN ESTACION LC 1-72,Instituciones - IPS,900407148,110012384538,2348,LAFAM OPTICAS,-74.10042092016495,4.648202630416555
810,AC 19 NO. 28 80 L-A-118 CC CALIMA,Instituciones - IPS,900407148,110012384541,2351,Multiopticas,-74.0865707301487,4.617069089720414
811,CR 15 NO. 123-30 LC 1-092 CC UNICENTRO,Instituciones - IPS,900407148,110012384542,2352,LAFAM OPTICAS,-74.04115094998289,4.702134470042189
812,CR 71 D NO. 6 - 94 SUR LC 1216 CC PLAZA DE LAS AMERICAS,Instituciones - IPS,900407148,110012384545,2355,Grand Vision By Lafam,-74.13528837035128,4.618916270168504
813,"Calle 54 F Sur N 93C - 18 Local L, 1-41 CENT COMERCIAL MICENTRO",Instituciones - IPS,900407148,110012384548,2357,LAFAM OPTICAS,-74.18866010029419,4.635024470146512
814,CALLE 138 50-50,Instituciones - IPS,900407148,110012384549,2358,LAFAM OPTICAS,-74.0552029096968,4.725035359592927
816,CRA 7 B BIS 132-38 LC 102,Instituciones - IPS,900618930,110012576403,2370,FURINKAZAN FOREST,-74.02985302011422,4.711112560017363
818,CARRERA 69 # 98A -11 Local 111,Instituciones - IPS,900772053,110012737001,2373,CENTRO DE EXPERTOS PARA LA ATENCION INTEGRAL IPS SAS SIGLA CEPAIN IPS SAS,-74.07514539042663,4.691042739940759
842,AK 86 N° 43 - 04 SUR LC 35,Instituciones - IPS,800003765,110010952321,2436,VIRREY SOLIS IPS S.A. BOSA,-74.17183781978736,4.627376740102545
851,AC 72 No 12 - 69,Instituciones - IPS,900759454,110012790502,2511,DENTIX AV. CHILE BOGOTA,-74.06050888977083,4.657922990274289
853,CARRERA 28 No 63 SUR 20,Instituciones - IPS,900536325,110012427903,2514,PSQ SEDE 4,-74.14904211005211,4.5691509100486565
854,CARRERA 16 A NO. 84 05 PISO 6,Instituciones - IPS,800167228,110010073305,2516,CEUSA CENTRO DE ESPECIALISTAS EN UROLOGIA S A,-74.05711429016112,4.669531529729501
860,Calle 119 A N. 7-57,Instituciones - IPS,860037950,110010561811,2529,Unidad Materno Fetal,-74.03251789037087,4.696531360135851
861,Carrera 9 # 49- 42 Piso 2 Edifico Marly,Instituciones - IPS,811007832,110010778210,2530,IPS SURA CHAPINERO 2,-74.0643979796051,4.6364891101215555
862,Avenida el Dorado #68d-35 Piso 6 COSTADO SUR ORIENTAL,Instituciones - IPS,811007832,110010778211,2536,IPS SURA CAMARA DE COMERCIO DE BOGOTÁ,-74.10624369024217,4.657330589911222
868,CRA 59 NO. 152 19,Instituciones - IPS,800149384,110010918651,2548,CLINISANITAS COLINA CAMPESTRE,-74.06507047998636,4.73810108988188
874,CL 140C # 94D 38 P4,Instituciones - IPS,900136013,110011715501,2557,MEDSALUD SUBA IPS,-74.08826519981126,4.7398861300165676
879,AC 13 NO. 65-21 LC 100 CC CENTENARIO ZONA INDUSTRIAL,Instituciones - IPS,800251440,110012482615,2566,EPS SANITAS CENTRO MEDICO CALLE 13,-74.1160588501231,4.63426463986116
883,DIAGONAL 40A No. 13A-32,Instituciones - IPS,860005114,110011509904,2581,LINDE COLOMBIA AGENCIA LISA TEUSAQUILLO,-74.06807706039393,4.627898629756284
886,KR 32 # 25 B - 90 MN Y PI 5 - PI 6,Instituciones - IPS,860066942,110010733557,2587,SEDE VIVA 1A IPS CALLE 26,-74.08220534007606,4.628276309955416
891,CLL 140 NO. 11 - 15 P2 LC 2,Instituciones - IPS,900618930,110012576406,2609,FURINKAZAN CEDRITOS,-74.03558059033087,4.71872548961896
892,Carrera 3 N° 6 B - 53,Instituciones - IPS,900589178,110012495803,2613,REMY IPS - BELÉN,-74.07472675035142,4.591735909583049
894,CL 6 A # 70 - 94,Instituciones - IPS,900412444,110012213903,2619,HOSPITAL ORTOPÉDICO 3,-74.13167273038445,4.630601020186481
897,CARRERA 20 # 22-61 SUR TORRE 4 QUINTO PISO,Instituciones - IPS,804013017,110011502602,2626,CENTRO NACIONAL DE ONCOLOGIA S.A.,-74.10509490040232,4.583442469738053
906,CARRERA 22 N° 142 - 63,Instituciones - IPS,900359092,110012151503,2649,Instituto Nacional de Demencias Emanuel SAS,-74.04917772044001,4.72551329970973
913,"Cl 44 # 59-75 Piso 1, Unidad Renal, Consultorio 26 y 27",Instituciones - IPS,805011262,110010683414,2670,RTS AGENCIA UNIVERSIDAD NACIONAL,-74.09552838970045,4.649048059994842
914,transversl 83 bis # 72 35,Instituciones - IPS,900799480,110012909001,2683,healthy skin SAS,-74.10451149043936,4.695275269655271
915,CALLE 104A No.11B-30,Instituciones - IPS,830053316,110011114002,2688,CENTRO PSICOTERAPEUTICO ALEXANDER LURIA,-74.04298294003736,4.687456749599117
916,AUTOPISTA NORTE # 104 A - 33,Instituciones - IPS,800215908,110010485721,2691,CLINICA ESIMED JORGE PIÑEROS CORPAS,-74.05671724019543,4.69237239983357
917,DIAGONAL 115 A # 70 D - 68,Instituciones - IPS,800215908,110010485722,2693,CEMES MORATO,-74.07463085968641,4.698265680270244
918,AUTOPISTA NORTE NO.103B-03,Instituciones - IPS,800215908,110010485725,2697,UNIDAD DE DIAGNOSTICO AUTOPISTA NORTE ESIMED,-74.05697802022411,4.690799410027048
919,CALLE 5 # 30 - 18,Instituciones - IPS,800215908,110010485731,2698,CLINICA ESIMED VERAGUAS,-74.09933416977528,4.6054102799171
920,"AC 127 # 16A-27: PISO 1 SECTOR ORIENTAL Y SECTOR OCCIDENTAL- PISO 2 SECTOR SURORIENTAL Y SECTOR SUROCCIDENTAL- PISO 3- PISO 4 CS 401, 402, 405A, 405B Y 421)- PISO 5 SECTOR ORIENTAL- PISO 6 SECTOR ORIENTAL Y PISO 7.",Instituciones - IPS,800215908,110010485730,2701,CLINICA ESIMED SANTA BIBIANA,-74.0448741398488,4.703991669942181
924,CALLE 116 No. 71F - 18,Instituciones - IPS,900136013,110011715502,2718,MEDSALUD 116,-74.07840724958008,4.709754969962881
932,CL 19 SUR NO. 18-75 LC 1 - 2 - 3,Instituciones - IPS,900759454,110012790506,2761,DENTIX BOGOTA RESTREPO,-74.10258646995577,4.584409690236532
933,"CALLE 14 No 62 - 04, Interior 1, Interior 2",Instituciones - IPS,800149384,110010918654,2764,CENTRAL DE URGENCIAS CLINICA COLSANITAS,-74.1125337603369,4.634456449598916
937,AK 45 # 95 - 81 PI 1,Instituciones - IPS,860066942,110010733558,2770,SEDE UNIDAD MEDICA SANTAFE CALLE 95,-74.05814450957,4.684641460056745
938,KR 97# 24 C - 51 LC 7 PI 1 MUELLE INDUSTRIAL,Instituciones - IPS,860066942,110010733559,2771,SEDE CENTRO DE DISTRIBUCION INMUNIZACION EXTRAMURAL,-74.130681409824,4.683034930412163
941,CL 90 NO. 18 - 59 P1,Instituciones - IPS,900759454,110012790505,2775,DENTIX BOGOTA CALLE 90,-74.05596860040733,4.675682879799044
944,Calle 69 # 14 A- 31,Instituciones - IPS,800223206,110012123804,2784,BIENESTAR IPS SEDE ESPECIALISTAS,-74.06368911003125,4.656128790350853
946,DIAGONAL 40 A No 14 - 92,Instituciones - IPS,860015536,110010945609,2795,CENTRO DE ATENCIÓN INTEGRAL EN CUIDADOS PALIATIVOS,-74.06930759961958,4.628854679853202
954,KR 12 # 98 - 64 PI 2 Y PI 3,Instituciones - IPS,860066942,110010733560,2815,UNIDAD DE SERVICIOS DE SALUD CALLE 98,-74.04570959013104,4.682342630281067
955,"CR 18 # 16 - 46 Sur, PISO 3 y PISO 4",Instituciones - IPS,800149384,110010918656,2821,CLINISANITAS DIAGNOSTICO RESTREPO,-74.10022842018273,4.585568210319045
956,"Carrera 46 N° 95-56 Consultorios: 201, 202, 203, 204, 205, 303, 304, 306 y 405",Instituciones - IPS,860013570,110010559732,2824,Centro de Cardiologia Cafam La Castellana,-74.05905641995763,4.6842764797168766
961,TRANSVERSAL 5 ESTE NUMERO 19-50 SUR,Instituciones - IPS,900959051,110013028902,2837,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,-74.08337294962112,4.5696833801320045
962,CARRERA 3 A ESTE NUMERO 31 C-21 SUR,Instituciones - IPS,900959051,110013028905,2840,UNIDAD DE SERVICIOS DE SALUD BELLO HORIZONTE,-74.09263136962156,4.559814949714455
963,CALLE 22 SUR NUMERO 8-A-58,Instituciones - IPS,900959051,110013028906,2841,UNIDAD DE SERVICIOS DE SALUD PRIMERO DE MAYO,-74.09365779993657,4.575299280174812
964,KR 1 F NUMERO 48 X- 40 SUR,Instituciones - IPS,900959051,110013028918,2848,UNIDAD DE SERVICIOS DE SALUD DIANA TURBAY,-74.10645674008484,4.545560369785537
965,TRANSVERSAL 100 A # 80 A - 50,Instituciones - IPS,900971006,110013029103,2860,UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80,-74.1093294499555,4.711280709753267
966,CARRERA 107 # 75 B - 08,Instituciones - IPS,900971006,110013029108,2864,UNIDAD DE SERVICIOS DE SALUD GARCES NAVAS,-74.12059418976939,4.710457109777766
967,CARRERA 73 A # 81 B -10,Instituciones - IPS,900971006,110013029111,2865,UNIDAD DE SERVICIOS DE SALUD MINUTO DE DIOS,-74.08986014961505,4.698448820374076
968,CARRERA 97 A # 65 - 63,Instituciones - IPS,900971006,110013029112,2866,UNIDAD DE SERVICIOS DE SALUD ALAMOS,-74.1206427796431,4.695528819652537
969,CARRERA 92 Nº 147C-30,Instituciones - IPS,900971006,110013029115,2869,UNIDAD DE SERVICIOS DE SALUD SUBA,-74.08414343014873,4.7435831699078355
970,TRANSVERSAL 116C Nº133-18,Instituciones - IPS,900971006,110013029116,2870,UNIDAD DE SERVICIOS DE SALUD GAITANA I,-74.11028343024452,4.740901640268511
971,CALLE 144 141A - 50 IN 67,Instituciones - IPS,900971006,110013029120,2874,UNIDAD DE SERVICIOS DE SALUD SAN CARLOS,-74.11434564968856,4.752318150344692
972,CRA 1 BIS # 163-10,Instituciones - IPS,900971006,110013029127,2878,UNIDAD DE SERVICIOS DE SALUD SANTA CECILIA,-74.01669072041666,4.734518010183467
973,CRA 6 # 180C-14,Instituciones - IPS,900971006,110013029129,2879,UNIDAD DE SERVICIOS DE SALUD CODITO,-74.0240748702555,4.757494020156799
974,CALLE 164 # 7F-10,Instituciones - IPS,900971006,110013029130,2880,UNIDAD DE SERVICIOS DE SALUD SAN CRISTÓBAL,-74.02512905042794,4.739944509714474
975,CRA 6 A # 119B-14,Instituciones - IPS,900971006,110013029133,2883,UNIDAD DE SERVICIOS DE SALUD USAQUÉN,-74.03049903995752,4.696348669863934
976,CALLE 88 # 95 F - 00,Instituciones - IPS,900971006,110013029107,2886,UNIDAD DE SERVICIOS DE SALUD BACHUÉ,-74.10338728030231,4.716026869630921
977,KR 18 A BIS No. 60 G 84 SUR,Instituciones - IPS,900958564,110013029403,2889,UNIDAD DE SERVICIOS DE SALUD MEISSEN AMBULATORIO,-74.13861296964079,4.558964569589748
978,CL 48 A SUR No. 28 - 48,Instituciones - IPS,900958564,110013029408,2894,UNIDAD DE SERVICIOS DE SALUD EL CARMEN - SALUD ORAL,-74.13151052967842,4.583265019879038
979,CL 57 SUR No. 67 - 27,Instituciones - IPS,900958564,110013029411,2897,UNIDAD DE SERVICIOS DE SALUD ISLA DEL SOL,-74.15740286964028,4.5955130998430045
980,KR 12 No. 53 - 90 SUR,Instituciones - IPS,900958564,110013029412,2898,UNIDAD DE SERVICIOS DE SALUD AMBULATORIA - ABRAHAM LINCON,-74.12597813013535,4.559092800426431
981,CL 76 B SUR No. 7 - 64,Instituciones - IPS,900958564,110013029433,2912,UNIDAD DE SERVICIOS DE SALUD BETANIA,-74.11030371959353,4.512121360347424
982,KR 1 D ESTE No. 65 G - 08 SUR,Instituciones - IPS,900958564,110013029443,2920,UNIDAD DE SERVICIOS DE SALUD FISCALA,-74.11455370040667,4.5328521496792895
983,CL 75 SUR No. 9 A - 39,Instituciones - IPS,900958564,110013029444,2921,UNIDAD DE SERVICIOS DE SALUD SANTA LIBRADA II,-74.11340853976057,4.515111020447056
984,CALLE 10 # 86 - 58,Instituciones - IPS,900959048,110013029603,2925,Unidad de Servicios de Salud Patio Bonito Tintal,-74.14872494995959,4.6516509401492225
985,Carrera 80C No. 2 - 40,Instituciones - IPS,900959048,110013029605,2927,Unidad de Servicios de Salud 10 Abastos,-74.15128065963785,4.620826079615661
986,Carrera 59 No. 14 - 44,Instituciones - IPS,900959048,110013029606,2928,Unidad de Servicios de Salud 11 Puente Aranda,-74.11081480978622,4.632399690323989
987,Carrera 52 No. 37 - 05 sur,Instituciones - IPS,900959048,110013029607,2929,Unidad de Servicios de Salud 26 Alcalá Muzú,-74.12982318006281,4.601893359992927
988,Carrera 72 G No. 39 - 95 sur,Instituciones - IPS,900959048,110013029617,2938,Unidad de Servicios de Salud 72 Argelia,-74.1435882196716,4.607817939938465
989,Calle 2A No. 88B - 47,Instituciones - IPS,900959048,110013029620,2940,Unidad de Servicios de Salud 92 Patios,-74.16129532995349,4.64295488974623
990,Calle 23 No 112 - 60,Instituciones - IPS,900959048,110013029627,2947,Unidad de Servicios de Salud 49 Internacional,-74.14526286980404,4.686654839946204
991,Carrera 96 No 25 G- 18,Instituciones - IPS,900959048,110013029628,2948,Unidad de Servicios de Salud 50 Puerta De Teja,-74.12558121042537,4.683186899602726
992,Carrera 106 No 15 A -32,Instituciones - IPS,900959048,110013029630,2950,Unidad de Servicios de Salud 51 Zona Franca,-74.15371189964867,4.67266142998927
993,Carrera 104 No. 20C - 31,Instituciones - IPS,900959048,110013029633,2953,Unidad de Servicios de Salud Boston,-74.14391235967388,4.678329420131115
994,Cr 77 i No. 65j - 58 sur primer piso,Instituciones - IPS,900959048,110013029650,2963,Unidad de Servicios de Salud Pablifarmacia,-74.18801656968252,4.597801479829713
995,KR 4 No. 3 - 29 PASQUILLA,Instituciones - IPS,900958564,110013029418,2968,UNIDAD DE SERVICIOS DE SALUD MOCHUELO,-74.14830369039699,4.4885344498823505
996,KR 18 C No. 66 A - 55 SUR,Instituciones - IPS,900958564,110013029428,2969,UNIDAD DE SERVICIOS DE SALUD VISTA HERMOSA,-74.14464843023455,4.552677169566119
999,CARRERA 8#17-44 SUR,Instituciones - IPS,860015888,110010566809,2974,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,-74.0902814702631,4.575976670104537
1001,Avenida Américas N° 66 a - 27 segundo piso,Instituciones - IPS,800149453,110010917803,5,ODONTOAMERICAS,-74.12237243002713,4.626095518688988
1003,CALLE 79 N ° 89 A 40 OF 301,Instituciones - IPS,800003765,110010952312,13,VIRREY SOLIS IPS. S.A. MINUTO,-74.10343316085714,4.704868966224209
1007,AK 19 N 100-28,Instituciones - IPS,800149169,110010857502,18,CLINICA JOSE A RIVAS VIP,-74.05164914029686,4.6865193971764985
1008,KR 7 # 40 B - 17 Sótano 1,Instituciones - IPS,860015536,110010945604,20,PUNTO DE TOMA DE MUESTRAS TEUSAQUILLO,-74.06563516636385,4.627654403192802
1015,Av 1ra No 10 Bis-22 piso 2,Instituciones - IPS,800065396,110010240424,34,INSTITUTO DE DIAGNÓSTICO MÉDICO COMPENSAR AV 1RO DE MAYO,-74.09511669989058,4.576309413658965
1017,AV SUBA CL 145 NO. 88 76,Instituciones - IPS,800251440,110012482603,36,UNIDAD DE ATENCION PRIMARIA SUBA,-74.08353829173568,4.737664289640285
1018,CR 7 N 124 45,Instituciones - IPS,800251440,110012482610,39,UNIDAD DE ATENCION PRIMARIA USAQUEN,-74.02912327099821,4.700167237100867
1019,calle 116 n 9-72 consultorio 401 y 419,Instituciones - IPS,900689027,110012685901,40,cefert s.a.s,-74.03610558285088,4.695180761710754
1030,DIAGONAL 45 BIS B SUR NUMERO 13 F-72,Instituciones - IPS,900959051,110013028924,79,UNIDAD DE SERVICIOS DE SALUD SAN JORGE,-74.12089984513807,4.571693366443748
1035,Cl. 80 N° 92-27,Instituciones - IPS,900363673,110012400405,89,SINERGIA SALUD ATENCION BASICA CALLE 80,-74.1066789051327,4.705141534915104
1037,CLL 83No. 16 a - 44 Edificio CIMA OF. 401,Instituciones - IPS,900545277,110012485602,95,OFTALMOVER S.A.S,-74.05735919156882,4.669566245394148
1039,CALLE 134 NO. 7 - 83 TORRE 3 PISO 4 CONSULTORIO 341,Instituciones - IPS,900113458,110011642601,100,EMURACENTER LATINOAMERICA EU,-74.02988025703362,4.711481564021396
1042,CR 45 A N° 94 71,Instituciones - IPS,900328323,110012084003,105,MIOCARDIO S.A.S CASTELLANA,-74.05894881615961,4.683139831040093
1044,Calle 64 sur 35 - 39,Instituciones - IPS,830018305,110010919914,107,JAVESALUD CIUDAD BOLIVAR,-74.15101212086007,4.569746877176278
1046,CENTRO COMERCIAL PLAZA CENTRAL Carrera 65 # 11-90 Local 2-01,Instituciones - IPS,860048656,110010391605,109,FUNDACION OFTALMOLOGICA NACIONAL,-74.1152298955587,4.631964965790582
1053,CARRERA 62 No. 11 - 31 local 3-07,Instituciones - IPS,900759454,110012790509,127,DENTIX CC PLAZA CENTRAL,-74.11522237037157,4.63084778056161
1054,CR 49 B NO. 94 - 40,Instituciones - IPS,800251440,110012482618,131,EPS SANITAS CENTRO MEDICO CASTELLANA,-74.06247239857277,4.683142918090392
1057,KR 71 D # 6 94 SUR Local 3505,Instituciones - IPS,860007336,110010817156,137,CONSULTORIO MÉDICO COLSUBSIDIO PLAZA DE LAS AMERICAS,-74.13528837035128,4.618916270168504
1059,CL 8 No. 5 - 80 PI 1,Instituciones - IPS,860066942,110010733561,140,CONSULTORIO EMPRESARIAL UNIVERSIDAD LIBRE CENTRO,-74.07536613433973,4.595153311674198
1061,CR 7 No. 52-53,Instituciones - IPS,830001007,110010403512,146,CENTRO MEDICO COLMEDICA SEDE CHAPINERO,-74.06333624999104,4.638906090147523
1064,CALLE 26 SUR No 26C - 50,Instituciones - IPS,800223206,110012123807,151,BIENESTAR SEDE CENTENARIO,-74.11046725968764,4.588359987432664
1065,TV 99 BIS No. 70 A -89 LC 259,Instituciones - IPS,900759454,110012790510,154,DENTIX DIVERPLAZA,-74.11588794923354,4.701182356944105
1069,CL 97 N° 23-37 LOCAL 205,Instituciones - IPS,800227072,110010822206,171,EUSALUD LABORATORIO CLÍNICO,-74.05690277284431,4.684613067849215
1093,Carrera 18 No 140 - 53,Instituciones - IPS,860400547,110010262201,245,SOCIEDAD DE ENFERMERAS PROFESIONALES LTDA,-74.04504639988937,4.723446749648835
1094,Carrera 18 No.134-71,Instituciones - IPS,860400547,110010262202,246,SOCIEDAD DE ENFERMERAS PROFESIONALES LTDA,-74.04584851009814,4.718408250447184
1096,CRA 18 # 79 32,Instituciones - IPS,830053297,110010182401,251,INSTITUTO OFTALMOLOGICO SALAMANCA S.A IOSAL,-74.05894842988405,4.66652786973487
1100,"CL 134 NO 7 B 83 P3 CS 301, 302, 303, 304, 305, 508, 509",Instituciones - IPS,830027558,110010231702,267,IMEVI LTDA,-74.03207532995624,4.711859999597484
1104,KR 7A # 121 - 36,Instituciones - IPS,800089364,110010301601,275,INSTITUTO DE CORNEA,-74.0309784501634,4.698279830436415
1112,AV BOYACA No. 51-96,Instituciones - IPS,830028950,110010447101,309,INDESAN S.A SONRIA -NORMANDIA,-74.10777040042372,4.669908250199306
